estimate_J,ci_lo_J,ci_hi_J,p_value,significant,re_variance_J2,re_std_J,residual_std_J
-0.1963458865272726,-0.24265608409760087,-0.15003568895694436,9.582188683302661e-17,True,0.12630927854168347,0.35540016677216607,0.175230575595891
